ID;CLASS;DEPTH (M);RES A10;RES A20;RES A30;RES A60;RES A 90;SONIC P;SONIC S;GAMMA RAY;CALIPER;NEUTRON POROSITY;DENSITY (G/CM3);OIL SATURATION;calcite;dolomite ;quartz;k-feldspar;plagioclase;"illite ""type"" (1)";kaolinite;chlorite;pyrite
D315;OIL SAND;1157;25.11594;9.74082;9.25639;8.42484;10.6404;140.50797;278.02756;39.74018;13.493;0.24848;2.11413;0.68;23.86696726;1.778367318;41.07656397;1.793285898;15.60960402;9.03400505;2.805079175;2.404356441;0.98918408
D316;OIL SAND;1157.5;33.55722;14.50141;12.53141;14.28244;18.02845;141.27226;274.7142;36.35519;13.37308;0.24995;2.11097;0.69;8.97252022;1.542665777;58.89413463;1.797873529;18.89910278;4.829794146;1.964806075;2.359159213;0.738228233
D317;OIL SAND;1158;105.97785;36.69094;22.41945;20.28468;23.6838;141.52014;273.67929;37.10551;13.16716;0.25304;2.11838;0.70;5.816417227;2.550800944;54.72314635;2.082646036;22.35020499;4.397247049;3.006608199;4.16892243;0.814617259
D318;OIL SAND;1158.5;100.65475;79.38794;33.20711;30.22923;35.09762;141.2267;276.44519;35.75391;13.32435;0.2591;2.12931;0.69;8.8720315;3.401793635;53.65276644;2.004902562;19.30787085;7.006550113;2.485001267;2.145840827;0.61986145
D319;OIL SAND;1159;66.67702;131.4545;60.93347;50.53794;54.35582;140.73161;274.61996;36.21102;13.35745;0.26597;2.12962;0.69;25.11019034;2.494002239;38.01012571;1.661419847;15.11208644;10.20039813;3.078609556;2.651610224;1.103232682
D320;OIL SAND;1159.5;63.32183;48.85579;33.81417;30.21026;37.86945;140.48619;269.07129;36.85744;13.32551;0.27818;2.11878;0.67;9.867071792;1.324865777;58.36646678;1.7154888;19.45724023;4.630071674;1.847255383;2.153524228;0.637050561
D321;OIL SAND;1160;62.55324;48.19064;34.54027;29.06805;32.61169;140.13316;255.62076;37.98208;13.30355;0.27854;2.11301;0.66;7.545342741;2.569559342;53.34309606;1.882118334;22.43563487;4.06023088;2.843373107;4.439798377;0.822815496
D322;OIL SAND;1160.5;64.59152;43.54768;30.46436;27.2934;32.9565;138.6868;228.35579;40.71712;13.2883;0.27413;2.12296;0.65;6.882534009;3.584299215;54.67908688;2.005552773;20.00857416;6.888125005;2.618830547;2.224401442;0.624793175
D323;OIL SAND;1161;69.90556;42.54865;36.88624;26.37382;40.63683;136.44516;217.30154;39.61853;13.27451;0.26486;2.13682;0.64;25.04042602;3.028698187;36.83474734;1.498005904;15.59262952;10.50261066;3.188334173;2.74167166;1.090940587
D324;OIL SAND;1161.5;81.03931;52.64616;43.60709;33.64489;44.66944;135.30023;229.05873;40.19649;13.12625;0.26;2.14064;0.66;12.59673261;1.197424872;56.07932566;1.593368745;19.85039857;4.358932642;1.726201474;1.998464382;0.525174477
D325;OIL SAND;1162;104.57545;57.39779;53.31659;42.11158;55.49876;135.81718;257.71533;39.57269;13.08109;0.26108;2.13626;0.66;9.430971314;2.485923306;52.52152613;1.683369471;21.97433994;4.009597289;2.665824043;4.347838696;0.843716769
D326;OIL SAND;1162.5;124.31904;78.85518;68.90053;51.8544;68.46144;136.8494;267.27792;38.77575;13.30264;0.26777;2.13097;0.66;5.881440676;3.482308309;55.26068329;2.021341278;20.57684714;6.674249463;2.791679263;2.236823446;0.648491877
D327;OIL SAND;1163;108.83692;71.28539;75.57188;61.34021;67.77656;138.59422;265.96228;38.61293;13.2094;0.27316;2.13051;0.66;23.6510054;3.21253987;37.98670207;1.413258547;16.4974347;10.05709631;3.149727924;2.65524991;0.998321939
D328;OIL SAND;1163.5;95.37371;58.5685;62.80025;51.36967;61.43799;139.17162;265.75998;37.78948;13.15778;0.27827;2.1415;0.65;15.70605768;1.18002772;53.51327564;1.560983209;19.82571311;4.084386142;1.637151787;1.856987412;0.414805348
D329;OIL SAND;1164;89.50099;56.0696;54.64882;46.09945;53.21192;138.18788;265.95328;36.11913;13.07879;0.27699;2.15331;0.65;10.73457729;2.341732562;52.64373798;1.554338203;21.11927594;4.200648599;2.490578096;4.026430937;0.865639886
D330;OIL SAND;1164.5;89.19035;55.69872;52.17302;44.85854;53.03164;136.32135;265.92908;35.57511;13.03412;0.27185;2.15415;0.66;5.485923142;3.221583199;55.97622628;2.092343749;20.77816731;6.338243408;2.913663057;2.172682615;0.670596563
D331;OIL SAND;1165;95.65787;59.63953;58.22381;47.57727;54.67986;134.87419;264.57462;34.52766;13.08937;0.25953;2.14252;0.68;21.24567228;3.180005767;41.08346067;1.467412696;17.2483554;9.143683631;2.995108178;2.434114764;0.866626897
D332;OIL SAND;1165.5;102.28574;65.70858;63.0221;51.03397;58.6261;134.19557;263.35129;37.03225;12.97643;0.2587;2.12993;0.69;17.85645263;1.217634945;51.00259976;1.628767656;19.28571183;4.577879298;1.76551007;1.845745502;0.433985973
D333;OIL SAND;1166;102.63152;66.89307;65.00153;50.73542;59.50594;134.17657;263.08774;36.52292;12.78617;0.25951;2.12744;0.68;11.10831996;2.170047082;53.72334113;1.558187864;20.15782877;4.46734135;2.338965886;3.594907037;0.866890927
D334;OIL SAND;1166.5;99.93605;64.15626;61.4979;47.96313;54.07525;134.55959;263.99591;37.42904;12.57481;0.26181;2.12263;0.68;5.271325794;2.907444564;56.30073713;2.168817431;21.06917546;5.892670771;3.002088625;2.406350497;0.708205528
D335;OIL SAND;1167;95.61516;62.88857;59.37523;46.61921;50.23103;135.86285;265.59213;35.34448;12.69131;0.26191;2.10567;0.68;18.23962361;3.040110755;44.77635589;1.625989233;17.84273675;8.302505808;2.814305339;2.237947154;0.76062898
D336;OIL SAND;1167.5;97.57364;63.64549;58.53397;45.14417;50.6702;137.91312;268.00723;37.5606;13.02018;0.26223;2.08183;0.69;19.85433731;1.247034215;48.00128724;1.720913783;18.18062628;5.851764394;2.076940591;1.965156701;0.587785991
D337;OIL SAND;1168;104.86554;68.95275;62.85837;45.77345;51.21075;138.5426;268.44147;38.24093;13.15773;0.26618;2.07194;0.68;10.61947284;1.973568012;55.49383539;1.645639513;19.40093141;4.668511718;2.205429283;3.141896859;0.842116135
D338;OIL SAND;1168.5;117.10817;71.45456;66.83359;49.44412;55.34283;138.37617;267.65814;39.64459;13.26156;0.27632;2.08868;0.67;5.127899394;2.708048221;56.15791319;2.191278768;21.47261069;5.38523727;3.053040211;2.948517805;0.75170928
D339;OIL SAND;1169;125.30811;76.4318;71.78041;45.34668;53.22541;138.23331;266.80688;41.26407;13.15922;0.28651;2.11476;0.64;15.03495319;3.053656693;48.20722197;1.787432053;18.29636524;7.716352909;2.650239303;2.143015038;0.69648425
D340;OIL SAND;1169.5;143.62083;86.207;88.22876;59.35582;69.30997;136.76898;262.92297;38.11713;13.05889;0.2864;2.13422;0.62;21.86065228;1.512700767;44.53892561;1.757099841;16.89511515;7.442884722;2.441009883;2.184756571;0.788485035
D341;OIL SAND;1170;117.22958;73.33909;67.88901;49.81443;53.95944;133.53522;251.43044;39.83981;12.72663;0.2861;2.14412;0.63;9.795996529;1.758116894;57.19398501;1.721756521;19.15001709;4.749152932;2.085117679;2.750528036;0.790172184
D342;OIL SAND;1170.5;98.91291;61.56238;61.49067;47.04953;48.6068;130.79114;234.70094;37.78174;12.87853;0.28939;2.15886;0.63;5.47215831;2.629424583;55.44052977;2.136962402;21.91140784;4.89124216;3.029824205;3.558720118;0.78316327
D343;OIL SAND;1171;86.79761;54.18609;53.41895;42.76909;41.72018;129.793;219.13831;39.21895;13.09751;0.27955;2.18428;0.64;11.95349235;3.227725164;50.9299942;1.896167308;18.80211805;7.361451511;2.567620285;2.144427932;0.65817285
D344;OIL SAND;1171.5;110.0819;65.98493;61.96939;50.61835;50.81981;129.06509;214.39035;36.60574;13.02953;0.25931;2.23474;0.65;23.48542131;2.003351503;41.27452566;1.709259844;16.00360079;8.821641426;2.75980972;2.418183398;0.945858859
D345;OIL SAND;1172;146.38083;90.5592;81.04896;55.11178;62.47276;127.54444;214.78592;36.36176;12.96632;0.2382;2.28137;0.67;9.831534161;1.541491336;57.7802259;1.718622661;19.30362866;4.689612303;1.966186531;2.452026132;0.713611373
D346;OIL SAND;1172.5;166.26553;98.11825;84.70829;53.50409;64.86999;126.19235;215.28024;36.91156;12.90275;0.23032;2.28062;0.69;6.508750526;2.599491962;54.39181291;2.009540368;22.17352135;4.47573652;2.936598656;3.999259247;0.802989383
D347;OIL SAND;1173;170.92102;100.61996;73.48618;53.18;54.0116;126.30293;216.31529;36.81205;12.85806;0.2512;2.21171;0.71;9.418013178;3.40601219;52.80454054;1.95086004;19.4053461;7.124788258;2.593225416;2.184414687;0.641483013
D348;OIL SAND;1173.5;171.68976;101.30154;77.48741;55.69814;59.26255;127.49683;219.22702;37.65869;13.01957;0.28894;2.13153;0.68;24.26292366;2.516024845;39.0546365;1.603632874;15.79811515;9.662126043;2.974071946;2.579927529;1.018399723
D349;OIL SAND;1174;158.83568;93.36568;82.45352;55.54573;60.75874;129.06276;222.11813;35.83757;13.36606;0.31769;2.10216;0.64;11.21413339;1.369458104;56.92977578;1.655995703;19.57701362;4.524272473;1.846194003;2.225245257;0.619392925
D350;OIL SAND;1174.5;152.18239;90.3825;77.74977;54.77246;57.20704;129.70851;220.19978;35.96367;13.5699;0.30982;2.11487;0.62;7.96986092;2.542707634;53.45666952;1.84645492;22.07393065;4.242666905;2.801211349;4.173548972;0.823353076
D351;OIL SAND;1175;143.79692;88.8866;75.67808;55.17313;55.60981;129.18907;216.79301;36.83097;13.62996;0.29925;2.13233;0.63;7.649726927;3.444160249;54.03261192;1.986100659;19.99109662;6.899518861;2.692452339;2.210619066;0.644987445
D352;OIL SAND;1175.5;135.77226;83.28542;76.15214;55.80017;54.09549;129.02789;218.64343;39.52944;13.74954;0.28576;2.14128;0.63;23.95696453;2.864282357;38.52066928;1.50844571;16.14777493;9.859611176;3.061899935;2.617588719;1.008360831
D353;OIL SAND;1176;126.96658;78.57787;74.02208;54.14385;52.59259;128.49655;223.01628;38.60584;13.73122;0.28175;2.15028;0.63;13.46009553;1.274742912;55.22152571;1.608489456;19.70136336;4.304329307;1.741672895;2.041116335;0.517099136
D354;OIL SAND;1176.5;118.74899;77.37122;71.31935;52.9785;50.40667;130.30806;227.9574;37.37417;13.67994;0.27849;2.15875;0.65;9.352219107;2.442220098;53.05020375;1.700396561;21.5966033;4.221657752;2.645894723;4.099989955;0.844496481
D355;OIL SAND;1177;111.9343;75.98898;68.76945;50.85076;50.30257;133.94586;231.36017;36.23118;13.51928;0.27603;2.15992;0.66;6.567825034;3.332871724;55.0044191;2.039222204;20.38463197;6.618881134;2.803057698;2.191650841;0.657792004
D356;OIL SAND;1177.5;109.87435;81.46626;72.81279;51.95735;52.56477;136.35469;232.35188;35.34042;13.50683;0.26981;2.15427;0.67;22.60131841;3.022144062;39.80206497;1.487929203;16.69806516;9.501647404;3.028504057;2.525851741;0.937493864
D357;OIL SAND;1178;112.28426;83.04741;75.30309;53.38722;54.61448;137.42499;230.82994;33.22489;13.56499;0.26553;2.15158;0.68;15.65827408;1.246188928;53.11206273;1.618628556;19.4935376;4.441104303;1.753591483;1.943430919;0.475542555
D358;OIL SAND;1178.5;114.22431;83.7741;75.51043;53.03021;54.86744;137.55449;226.29857;33.31245;13.55313;0.26957;2.15119;0.69;10.23026954;2.30613359;53.38677244;1.629292213;20.87721603;4.344499551;2.492430305;3.847448496;0.855693704
D359;OIL SAND;1179;113.9028;82.3007;76.07591;53.83193;54.60352;138.17027;225.58455;35.11294;13.42131;0.27103;2.14907;0.68;5.919575414;3.120158144;55.65257811;2.104019818;20.72690371;6.255775953;2.902573161;2.299000669;0.682998766
D360;OIL SAND;1179.5;114.69019;82.37525;78.02225;54.89309;55.33736;137.51711;227.02066;36.02694;13.32561;0.27594;2.14426;0.67;20.42047101;3.031127408;42.28921043;1.556959218;17.27040096;8.902076606;2.921404698;2.381899448;0.849061422
D361;OIL SAND;1180;117.4577;81.28553;79.72083;56.81238;55.96617;135.16475;228.25133;34.41385;13.3262;0.27876;2.14163;0.67;17.75630569;1.246611572;50.55667499;1.669771169;18.83708194;5.146434349;1.915266037;1.95429381;0.531664273
D362;OIL SAND;1180.5;122.96341;79.82639;81.09704;58.95037;56.67714;135.47411;231.79886;32.08307;13.32953;0.28482;2.147;0.67;10.42487119;2.139850801;54.44030392;1.637465863;20.13907372;4.506505634;2.348929794;3.494672677;0.84890492
D363;OIL SAND;1181;132.55623;78.89707;81.49666;61.26827;56.44282;136.74426;233.36896;33.59589;13.34855;0.2832;2.16204;0.67;5.523737404;2.914103183;55.90524565;2.147649293;21.0997572;5.820506612;2.977806686;2.623759237;0.717354023
D364;OIL SAND;1181.5;148.09944;79.18787;82.35339;60.29218;55.31445;137.12218;229.32301;34.43887;13.38796;0.27648;2.17543;0.67;17.7277121;3.042392051;45.2482162;1.672195636;17.7833831;8.309214757;2.785822;2.262457243;0.772772836
D365;OIL SAND;1182;161.40964;79.74928;84.93568;69.15189;60.91462;136.8161;223.90523;35.93052;13.28973;0.25726;2.17887;0.67;19.80847899;1.379656169;47.5478003;1.713435505;17.86609854;6.294659535;2.17813796;2.06952519;0.660074654
D366;OIL SAND;1182.5;193.28781;80.87417;86.14697;71.39136;59.35698;136.21008;220.46382;35.24341;13.26377;0.24455;2.16402;0.69;10.11043386;1.948983848;55.81714446;1.679611192;19.64454541;4.627829283;2.217023736;3.122600357;0.819538552
D367;OIL SAND;1183;220.81956;81.22386;85.17741;62.51587;56.04075;135.74802;219.3611;35.34599;13.20623;0.23765;2.13884;0.71;5.497947857;2.771763883;55.67288771;2.142305847;21.50558252;5.355874386;3.003815445;3.091239677;0.750258646
D368;OIL SAND;1183.5;253.18732;86.24614;82.67651;63.22567;56.66038;134.63847;223.81424;35.61781;13.26031;0.2355;2.12104;0.71;14.84060222;3.135058608;48.0891052;1.784181472;18.29275057;7.835333134;2.676721143;2.203442587;0.715472843
D369;OIL SAND;1184;291.53506;89.57738;85.1591;61.04989;58.16751;133.0052;236.93069;36.78696;13.36957;0.23421;2.12202;0.71;21.64695015;1.691503836;44.41116298;1.711347674;16.93484967;7.558150481;2.46897384;2.243854294;0.802966756
D370;OIL SAND;1184.5;345.85855;99.61226;86.2188;62.71236;59.43488;132.05312;248.53058;40.69115;13.5979;0.23686;2.13174;0.71;9.970984009;1.745237592;56.79868518;1.699116926;19.47408703;4.658720793;2.091605134;2.787313244;0.766574962
D371;OIL SAND;1185;414.08237;108.60014;84.96635;56.65091;55.91252;131.76205;252.36612;44.11125;13.57637;0.24118;2.12892;0.68;6.003349191;2.685627923;55.03235031;2.075923108;21.83955194;4.915805453;2.970207051;3.545249462;0.776624014
D372;OIL SAND;1185.5;486.75522;125.91911;85.77317;52.0092;53.05883;131.65575;252.56624;44.6884;13.42486;0.24935;2.1109;0.66;12.1293077;3.270535399;50.44682287;1.867520756;18.84904834;7.480060696;2.634973279;2.193928637;0.678477928
D373;OIL SAND;1186;557.57513;137.98807;81.09286;52.25711;51.85389;132.76955;252.3401;42.63917;13.29131;0.26652;2.0946;0.65;22.95493691;2.10376434;41.73289974;1.657490274;16.36648241;8.610138262;2.721522893;2.411890911;0.91068324
D374;OIL SAND;1186.5;593.94397;142.6355;81.80688;56.66362;54.63744;133.2686;249.46094;43.13371;13.27;0.26965;2.12128;0.64;10.5925587;1.557347848;56.86423048;1.677556315;19.52555033;4.591496633;1.968899568;2.506279251;0.692983943
D375;OIL SAND;1187;575.013;143.97377;76.12905;53.45773;57.24179;132.91676;245.84781;43.07553;13.5159;0.27002;2.1436;0.63;6.986605056;2.614167778;54.24450992;1.961189014;21.95674129;4.579236179;2.8857092;3.859399217;0.799988545
D376;OIL SAND;1187.5;575.71149;133.21304;73.62337;53.20291;51.60506;131.16826;243.70792;44.87525;13.91458;0.26727;2.13835;0.63;9.889517314;3.357347824;52.23971739;1.926810708;19.42007248;7.189789778;2.663712809;2.202273852;0.661732686
D377;OIL SAND;1188;725.06494;138.1965;83.40987;62.59034;59.87891;131.17555;241.56067;41.30886;14.14353;0.27834;2.10598;0.63;23.45595072;2.484023349;40.12678451;1.582967992;16.25712867;9.234874719;2.891711414;2.514739815;0.959522035
D378;OIL SAND;1188.5;742.96307;139.54649;89.02747;77.81591;64.76821;133.50067;239.67659;42.33112;14.18784;0.29005;2.09071;0.63;12.02632712;1.41604538;56.04287809;1.643022885;19.61345684;4.44791297;1.855286231;2.273697793;0.60504154
D379;OIL SAND;1189;700.36981;147.38823;104.54942;86.98444;78.44106;135.13591;239.45427;38.59022;14.14727;0.30057;2.10264;0.61;8.169412082;2.528193938;53.64735684;1.830792787;21.77667229;4.400446965;2.765801961;3.979694586;0.822242513
D380;OIL SAND;1189.5;540.99567;134.0545;105.21809;92.09907;84.43951;136.24472;240.51315;40.5353;13.87472;0.30991;2.12218;0.61;8.228671174;3.345109774;53.62206825;1.983016456;19.90235222;6.904335456;2.733385254;2.196962346;0.659762345
D381;OIL SAND;1190;367.07767;116.20957;102.54648;90.65035;85.13975;135.74809;242.90099;39.31437;13.89422;0.31474;2.1564;0.61;23.02863456;2.753083706;39.96442474;1.535448598;16.47759692;9.368261061;2.960107736;2.520295778;0.94850795
D382;OIL SAND;1190.5;240.19038;97.91564;92.82281;83.9222;82.52464;135.22455;240.81996;41.1173;13.89575;0.31871;2.18542;0.60;13.8423006;1.331117154;54.57747041;1.630825721;19.55349722;4.444508636;1.804438857;2.108564356;0.540292047
D383;OIL SAND;1191;165.84373;90.19085;85.36639;75.21634;79.55582;134.46295;236.56178;39.95031;13.8926;0.31785;2.19975;0.58;9.199840808;2.417163764;53.51706464;1.7300425;21.32694416;4.372473258;2.629116133;3.913571541;0.838968109
D384;OIL SAND;1191.5;131.20045;85.95084;86.66663;75.60342;76.95499;129.97064;233.39098;38.99532;13.86892;0.30966;2.19922;0.59;7.074123294;3.232633959;54.63732318;2.043518137;20.31462797;6.580055705;2.817979208;2.247981508;0.671380555
D385;OIL SAND;1192;93.00384;69.38458;71.38141;59.85757;64.4828;127.27336;231.38376;37.33171;13.67543;0.29065;2.19395;0.61;21.72455278;2.892105557;41.12681759;1.546203908;16.87399894;9.135168834;2.940756217;2.451097613;0.898784686
D386;OIL SAND;1192.5;68.30837;54.01488;54.50661;52.13301;47.07896;127.85449;231.58693;37.65666;13.55337;0.27926;2.1886;0.64;15.79930315;1.288864363;52.5670727;1.650298445;19.19528958;4.795471492;1.859852447;2.031429083;0.53597816
D387;OIL SAND;1193;57.00978;47.17057;47.75555;50.91472;42.39148;127.46055;235.85883;37.3231;13.35772;0.26766;2.19043;0.66;9.812355998;2.278507283;53.97868428;1.683754181;20.73300894;4.439489446;2.489022963;3.704122109;0.843936514
D388;OIL SAND;1193.5;58.19861;48.27403;50.80099;61.34961;50.59613;126.94437;240.79491;40.23446;13.09071;0.26844;2.20252;0.67;6.298930349;3.073368571;55.27128442;2.095583715;20.70719258;6.200281158;2.897892947;2.435870372;0.694367289
D389;OIL SAND;1194;62.63298;55.50761;56.02947;62.87586;59.75072;127.2508;244.27643;38.68512;13.01565;0.26142;2.21477;0.66;19.72613244;2.967248804;43.1875169;1.609199772;17.32869102;8.722191796;2.863289109;2.356777428;0.835778761
D390;OIL SAND;1194.5;68.71283;60.11577;64.01855;65.80834;69.92331;128.32204;258.33121;40.32555;12.87842;0.25877;2.21695;0.67;17.80389107;1.334260266;50.0574365;1.681866975;18.53069406;5.545065514;2.018995203;2.050477137;0.598026407
D391;OIL SAND;1195;63.16385;67.45328;68.06025;65.78168;62.53373;129.97755;280.67484;37.88401;13.01321;0.26043;2.19394;0.67;9.961394928;2.113745565;54.89791437;1.681682687;20.18877717;4.533659365;2.35302335;3.413361233;0.831737533
D392;OIL SAND;1195.5;73.67913;68.01138;68.07386;56.77254;53.92591;131.30052;293.88135;39.92394;13.07423;0.27404;2.15837;0.66;5.898439103;2.922566227;55.47208606;2.118944781;21.10638755;5.778077772;2.950854196;2.763555025;0.722312968
D393;OIL SAND;1196;69.43926;42.66109;53.12645;41.86291;52.93819;132.06789;301.17511;39.21155;13.09562;0.27559;2.11921;0.64;17.28336733;3.051153706;45.63831105;1.696690622;17.8107208;8.278762465;2.770005126;2.280110008;0.775625802
D394;OIL SAND;1196.5;49.16723;30.4097;33.1171;37.14082;32.21567;132.27811;306.27802;41.17971;13.08173;0.26641;2.10574;0.65;19.72542061;1.512882051;47.23429974;1.696607325;17.73277186;6.551607997;2.243984522;2.147165715;0.700496582
D395;OIL SAND;1197;36.48055;22.15728;24.51126;26.29263;23.27644;132.24867;308.33716;39.91062;13.00235;0.25332;2.10096;0.66;9.966189469;1.929491578;55.84829978;1.690399807;19.8314321;4.596190079;2.222314242;3.100337239;0.799156248
D396;OIL SAND;1197.5;28.08316;19.48954;21.40353;23.61868;20.46166;135.02153;308.69125;40.37662;13.06671;0.25214;2.1042;0.68;5.950894147;2.804097075;55.25221819;2.097433944;21.47296974;5.346941612;2.960530623;3.154402244;0.749468491
D397;OIL SAND;1198;25.75459;19.11963;18.49847;18.79564;19.49691;136.23024;305.84698;41.10427;12.9136;0.27738;2.12988;0.66;14.70633752;3.160844552;48.04256696;1.782105689;18.32988457;7.879411581;2.702489202;2.237019322;0.727051865
D398;OIL SAND;1198.5;16.53256;13.64698;14.42949;15.0946;16.82104;136.18646;302.20584;48.52428;12.84155;0.29489;2.1843;0.62;21.34017876;1.808323196;44.48359974;1.677048799;17.04962714;7.58087313;2.482753707;2.279528313;0.805589911
D399;OIL SAND;1199;13.01602;10.33409;10.41287;10.45972;13.56398;135.90894;300.34875;51.92347;12.78004;0.30087;2.2216;0.58;10.27937408;1.743419713;56.35626513;1.683978061;19.67849121;4.593843356;2.095606905;2.803308245;0.746070095